attempt,phase,signature,slot,conn,t0_ns,t1_ns,t2_ns,t3_ns,sign_ns,send_ns,sign_to_send_ns,send_to_seen_ns,sign_to_seen_ns,landed,err,rpc_poll_count,fee_lamports,t_confirmed_ns,t_finalized_ns
93,warm,Jrq6nMsdqJXRmYAWVTLKcgkEf4AMnczmJmQYjtVFR4MfAkrmDfEm4Et1bKWjgrRKKcavGZEsXf9d5tCbWASZT9d,0,1,1218767656834958,1218767656854838,1218767656894267,0,19880,39429,59309,0,0,0,send_fail,0,0,0,0
94,warm,5GysK8DLxSH6DXwt9zuY3fp488yGKUJC8J2FnMRY5BbFzz2Gr9nkTF3kg7XWYAEButZ1rJqUVJ2Qi9Da3TfuCPCx,0,1,1218768056628388,1218768056642849,1218768056679825,0,14461,36976,51437,0,0,0,send_fail,0,0,0,0
95,warm,2U5WUALRyRjhQE7mzZ6aAePdozaJjXbn2iNGgf5Sv5dsAZUz3BUo4JMkmsyd5iAhay36WzdeDq8Nhjq3MunSHBsP,0,1,1218768466738449,1218768466756977,1218768466794083,0,18528,37106,55634,0,0,0,send_fail,0,0,0,0
96,warm,4jzV62zfH3WNyfvbcWMHjB4HGzLhvg1Zx8UeVa38jf54HWyWwXuj6KcL6pzxTUGs9SyULDeibTyDaStbR1bDKmJr,0,1,1218768866369896,1218768866385559,1218768866420742,0,15663,35183,50846,0,0,0,send_fail,0,0,0,0
97,warm,561CFEyvZiGGYDfWDSQZKJpnyJGkssmBE3MdaGxrQBMAiaZyyKjqaokrumWB4348urn7SMize68GBbfnnbCBT9wW,0,1,1218769266624928,1218769266642754,1218769266695814,0,17826,53060,70886,0,0,0,send_fail,0,0,0,0
98,warm,4KzN9E5s1wLKyuhsJRkZ59WTKDcJsdLhXEBL8x6KXMthVw3Ks3SEMjXDAYYwwVJ1h1saUQEnmMiPmPyjEeo23v46,0,1,1218769676743742,1218769676761109,1218769676795400,0,17367,34291,51658,0,0,0,send_fail,0,0,0,0
99,warm,61ckvW61cnwfkHAd7T64b1LtZUhXBk1LKyprbUL8hykVhC6HkqW7S1pLbShSjcNtiuD1bVfMjnHbvYrAYowmLESM,0,1,1218770077871044,1218770077890352,1218770077932045,0,19308,41693,61001,0,0,0,send_fail,0,0,0,0
100,warm,45mzTm4W6pZ3tTGJVraqSTnTiR9h8gbfRwKNVGRBJe7nEDkfFJ9NQsTWDkpnKUNSt5yuUA59QkgiQEERNxX59g1F,0,1,1218770496550005,1218770496567781,1218770496605768,0,17776,37987,55763,0,0,0,send_fail,0,0,0,0
101,warm,56fVUFUPS9VWgLHT6NccyCuLxSRHFB2kxFZDSPt2y1Rq9GQz2vz9kQBeby7G1nwjt1iW9YTCMk96kt8vY9PA5VtN,0,1,1218770910323675,1218770910338777,1218770910366268,0,15102,27491,42593,0,0,0,send_fail,0,0,0,0
102,warm,2ykDC4z1qhF61jUPqbUMhbjvuUaFTegZ7zPE9vvmfzxzhLwNwwHBpHK4K7N5pgs9bvcPdNjfMG7EeABrhsoBuvaR,0,1,1218771321996331,1218771322019276,1218771322065685,0,22945,46409,69354,0,0,0,send_fail,0,0,0,0
103,warm,gczVSQNUEG9mrfUuDJdBEKEBdNkF3VHLyvRHBXvZZz2oQ4HgcrpePY64o84DBEuyeNehE5x79UtCeKMGRy1Moky,0,1,1218771727414962,1218771727455563,1218771727503826,0,40601,48263,88864,0,0,0,send_fail,0,0,0,0
104,warm,2JjbjfnhvxqxDASA2fKBnDeWPZkxrPUQ7wahEepdibdGAvpnTzfAjBfwkvBhbnFMygsnSrqGww75SY7XmAWLDqDX,0,1,1218772138768160,1218772138789311,1218772138828901,0,21151,39590,60741,0,0,0,send_fail,0,0,0,0
105,warm,3x4TQjGc4c3CUvE4QiXDPiuLZYJJitxhztbmdKSSHRP4tWa8ys2wREgc7Jwdn3eL3G8HUfki9tXGzjaTyqFcKucA,0,1,1218772524794719,1218772524812495,1218772524855470,0,17776,42975,60751,0,0,0,send_fail,0,0,0,0
106,warm,BDxHJd2BDuk5W9hzx4mhbcfRS2Q4JVtVJeG3pDiQrwedbn6GwiJmkYs7duCvqQkEgK27nSWyZJtqjKPGfojKKL8,0,1,1218772925425985,1218772925441308,1218772925480467,0,15323,39159,54482,0,0,0,send_fail,0,0,0,0
107,warm,XfhPC2NkhTt7rUwVVNZCBCjVfrfHZErtCgvEYJ9vuSVy5PRJJLsSNJYmwArRtdF7fAsJSxbRxzHMoBr4TkFyjRw,0,1,1218773336038030,1218773336052102,1218773336092382,0,14072,40280,54352,0,0,0,send_fail,0,0,0,0
108,warm,dTtkKKV7kKjwjY8uPChit7Lb3ZnXG5esZZhVa4hR2cUpMtgSGVkjsYXtW8REZRg3667zsGrDFrNHRZ3oWKkpYYb,0,1,1218773753357612,1218773753374928,1218773753416680,0,17316,41752,59068,0,0,0,send_fail,0,0,0,0
109,warm,4F1Qp6hxGyfXbzoK6Uzkw6GmAKrX7ej2u35fa3cXjXaPiy3uByWh4pUbn23vaEt39MpE8JjQp1gCV4HFH8eUsYR,0,1,1218776723861917,1218776723880114,1218776723937280,0,18197,57166,75363,0,0,0,send_fail,0,0,0,0
110,warm,KerV87DJzCQYr8uVKX7H3xuEduPDjG9gJjZcwBnoErmS78UzkJbd5SjurJvkHZukZKGWnokYtCfgCraDoeFrGkE,0,1,1218777153959464,1218777153977170,1218777154014206,0,17706,37036,54742,0,0,0,send_fail,0,0,0,0
111,warm,3BNcSHJfVNgFarS9sSFuxCQ8ndVeSzqP7vAe5tK1kRhnoYuwBeKkwdckVsCGw47zJ5KzBrQgiT4bXm2VNu9ELgQA,0,1,1218777535488984,1218777535511788,1218777535560051,0,22804,48263,71067,0,0,0,send_fail,0,0,0,0
112,warm,5gyQ5CaQY1NJFPsgNJHxRFEgDFekZYmCAdm5wGFC8fZakXe3AXxhTPqhbztLVZRiQ51XGDvzaKM39EFj4yrDV2tR,0,1,1218777935872809,1218777935890486,1218777935937326,0,17677,46840,64517,0,0,0,send_fail,0,0,0,0
113,warm,3ejjLBcknr6ip3jVANMaV2ufvDqr3dthLs2eAEfVpVn97DD7CSthQutcqen1UkjxsyN3tTzRfyn1my4vgkmggim6,0,1,1218778345996932,1218778346014669,1218778346056742,0,17737,42073,59810,0,0,0,send_fail,0,0,0,0
114,warm,4XQjDVv9Js3NERdsM8Y2kzRWMwuNFxpz2AurdZQWBPqRNbT5UNBRRszJJUQMKQ3R82HMguphZBjSQWsNeShYMEnt,0,1,1218778767080412,1218778767098559,1218778767136666,0,18147,38107,56254,0,0,0,send_fail,0,0,0,0
115,warm,34rX9U35ZMhwwfX9497m8ui8qbWpMgaSw4iefES1UZE9NgFqwZFVSpxZ8jgNFyWC8cT7oSebHJo5ccEoBAeovMCm,0,1,1218779167601343,1218779167617297,1218779167650667,0,15954,33370,49324,0,0,0,send_fail,0,0,0,0
116,warm,HTawhmXecXX8F994sYgx6HVeLXQyUVmXyJNic76Z23nZgMGjYk2ZVkufj46bvsHnagTbRCdf8iURQaFWSTAcwVA,0,1,1218779576712826,1218779576731344,1218779576769431,0,18518,38087,56605,0,0,0,send_fail,0,0,0,0
117,warm,46GwSb15b5ugKSZAYcmTPAW6EYmCuN8jDzfrPdeQh5nb6GhKhnb7mHF7gMbVu2HoLK9wzgQiNE5xgiwEq5Q9kZNj,0,1,1218779988612464,1218779988629980,1218779988676099,0,17516,46119,63635,0,0,0,send_fail,0,0,0,0
118,warm,39kTsmpKv8DPD5jE2YRsorDJmPGivoZGeP8nHeyqFMHPQApw8nZAbeTaAvWpxXdjD1Y723A3wkDBLaaPDqker8Ad,0,1,1218780389487907,1218780389508277,1218780389551272,0,20370,42995,63365,0,0,0,send_fail,0,0,0,0
119,warm,huhQ3NCQojxrWNB1SBV2QoAjeJ1SBkjacEGLsF3M6J8hutMVD62QUzMqfb79bf5Sph8pshvBeKbycNQ9MRUrghj,0,1,1218780774364350,1218780774380374,1218780774421225,0,16024,40851,56875,0,0,0,send_fail,0,0,0,0
120,warm,51KVfVuWfSx9QApsEX3xbaVp5oqwyis4HeBwCCCkJXC4TtBzNwSGoHALNJ6UEdKLdehvMjavoWQsJpRuGR98S9zZ,0,1,1218781162332402,1218781162349698,1218781162397490,0,17296,47792,65088,0,0,0,send_fail,0,0,0,0
121,warm,2zyCHndbwKBfez9TyzPEAm3WhqfqcBYQvjqEzWYW5zQVqrhiXxrGMXWxbLhBCPkKioDQFLPtbzPbJZrD5CyBpXEk,0,1,1218781554595531,1218781554612797,1218781554646617,0,17266,33820,51086,0,0,0,send_fail,0,0,0,0
122,warm,2UTW9gK5NWSZsXuG7sgwBayJfGYLB6YCAezyuUnPMoYbidD3GxViovCwHqhBjgitnaFinA9NjtKZDpoTofqzSUZC,0,1,1218781957824125,1218781957840880,1218781957890204,0,16755,49324,66079,0,0,0,send_fail,0,0,0,0
123,warm,5S8VcPKHUeh2d5yqoLQnbhxHLax42ZYkw9k5QJPctestjgaC9uhLEGctyNQ3L1WtGQTN3hX3s8eNb9RZBAD5RByi,0,1,1218782358540580,1218782358558086,1218782358599969,0,17506,41883,59389,0,0,0,send_fail,0,0,0,0
124,warm,48NZXvUFo7SkmqAg8xg9sn5WksC6aUgYZNQQ5LwxA2cCDXGqrMzyWiYUwV6k7kwkiuNkSxqnrbJyJm5uQsNmF6Z5,0,1,1218782759990615,1218782760009133,1218782760047160,0,18518,38027,56545,0,0,0,send_fail,0,0,0,0
125,warm,2qcaFTjstVgEVUAzBSeQi7CNiTxTXMJChW1bcqZmLK3hznkCYwKXon9whc3dYNchFH8TvTvTWZX6EwCaMF1JNJX8,0,1,1218783156598574,1218783156613346,1218783156645454,0,14772,32108,46880,0,0,0,send_fail,0,0,0,0
126,warm,23biMka8MncXyxUwEXGPVjPGFCKE5FStTWEdwFng3FePE5YQeFWUVaACQ1jQGvgZZYe5HyB7hBD33LC4TrDg1iYM,0,1,1218783566600914,1218783566618601,1218783566663698,0,17687,45097,62784,0,0,0,send_fail,0,0,0,0
127,warm,28GncgQcRi2fdMP39Xq7jwvi3v2j3tXSULnQabPBmxiWJHhaQctMtxZbSQneGYusWfiSUx6C3kN1fvUjLndSHA2z,0,1,1218783983562999,1218783983582438,1218783983617511,0,19439,35073,54512,0,0,0,send_fail,0,0,0,0
128,warm,3RKtmLTEQDekE3VpnjMWuWHeUQyPAufKxa5Txh8jjTHEVAM64ufbvVf5H1qgRuJfud5neQ7RPFjvCY7uzDjJVZnc,0,1,1218784407592930,1218784407608654,1218784407654082,0,15724,45428,61152,0,0,0,send_fail,0,0,0,0
129,warm,2JSn6BCdtn9UD3dijyetaRQhPcLeBjzoJqyYAg4spmyAuPB6E8cGzYaCfXzc5PMygUwfRn4BoNLEvERBSr6LPLXC,0,1,1218784825987244,1218784826007765,1218784826039673,0,20521,31908,52429,0,0,0,send_fail,0,0,0,0
130,warm,5TmrZ5QZderuzgB4R7YDz7vWWySGd9siUipEbNeqpcmbksBMjRz8EtFhiVrEMBGagi1XoGgWJ3QR1GTSv5Dp7Btx,0,1,1218785248179408,1218785248207470,1218785248241802,0,28062,34332,62394,0,0,0,send_fail,0,0,0,0
131,warm,5jjcT8rxiVKtwyNBCDEovnhVSgptopj7jKWvT1nU5xJRxS2xE8QFt8ce6Cd7uCPa56KRZVNtSNgGM2i19PEVYeah,0,1,1218785644843381,1218785644859054,1218785644906926,0,15673,47872,63545,0,0,0,send_fail,0,0,0,0
132,warm,2V5rt2ZkufHzgVgGZAQryT1EYcU7t8UQxSqKFUxzMocvRrJq8srG8vomF1kouwaEivKSmEZpYEYmhUj8WBUQ1fQd,0,1,1218786045500877,1218786045521468,1218786045564102,0,20591,42634,63225,0,0,0,send_fail,0,0,0,0
133,warm,3He2AtJBL4nmvBEfpLPRz9JQVjYDmLpiVyzhrqryD8WCT6BEAVwCHdcAociKDB3gX7mKLeTXT5BQpcgLomxrJTf,0,1,1218786446203831,1218786446224572,1218786446261147,0,20741,36575,57316,0,0,0,send_fail,0,0,0,0
134,warm,4U1hHNLNJuAVntgNDWNw9Rkmq1VvSEfiBf1QBLGj5Wwv5SkFK1p4aQ2opaBApVCx4VGbZZ7qb2V4dAm8jM6q7np4,0,1,1218786845299994,1218786845314856,1218786845350440,0,14862,35584,50446,0,0,0,send_fail,0,0,0,0
135,warm,5djQaFTPeHDpepv292iqDLHCSTqcW9YF8M6GoQHTM5poo5XWZJm6GFaKgPgFmoADKEPUg6YCZ6c7T6f38fGXqRc1,0,1,1218787246670029,1218787246689859,1218787246734806,0,19830,44947,64777,0,0,0,send_fail,0,0,0,0
136,warm,3gi9vr3Jp6j2Ae6vSgxg5Fpub4fpAJEVE1dSSHXfwhew9rEPrqDQ2nuNJ9ts89rxZ7TVmC5bcQNYznMnMZAwQYAD,0,1,1218787645317549,1218787645333313,1218787645370218,0,15764,36905,52669,0,0,0,send_fail,0,0,0,0
137,warm,3hMz9Mo2Z9RfJs1RonQ8Ct1uMjBf7LqqPTBeQE85z34H2viATYrD58kKc4poYpzgnoG3nf5iH7Mx5YopYc6Ffqr3,0,1,1218788054772558,1218788054790164,1218788054835802,0,17606,45638,63244,0,0,0,send_fail,0,0,0,0
138,warm,KsNXUCKwW3zy2rYxNioXi53bBZUdhq29XnyeMoAjg7RFjJh4bYLvZxeZvrzuhfEUxt7n8p46WAuH1NjCTVMW7by,0,1,1218788465206335,1218788465229249,1218788465269550,0,22914,40301,63215,0,0,0,send_fail,0,0,0,0
139,warm,3JpPsZ24YuYX4oZNVRGdrJnbGaV5zfQz464fvXVBiNcspP5n6sNpG1LsK2awyRPsyho9YP2TrZRQgx2BhBPGgb9e,0,1,1218789012173842,1218789012191028,1218789012228304,0,17186,37276,54462,0,0,0,send_fail,0,0,0,0
140,warm,FEQWzUJNhhg4eVkPjaPvZJeqAbs3xXotKhF8rz4Hi85pqaudV8mGdG6RCdE6rbBYCRxyiPRR6T478w59B5dV3r8,0,1,1218789419710682,1218789419731032,1218789419782510,0,20350,51478,71828,0,0,0,send_fail,0,0,0,0
141,warm,v4Z6CS1ZRYBcXcgMdWSeMNf5MzFFjZRnhZKwHQfVVQVVE5ttxsx2w9xiY5SBssAnrgww5wVPDLZuGENGe5qGZNi,0,1,1218789817275086,1218789817292532,1218789817334675,0,17446,42143,59589,0,0,0,send_fail,0,0,0,0
142,warm,4X7xms5bqRmZfeWkUDEHd2hmHLYTytModpHPM5BLuNCCVqiSs4NJGCxitAEEyTqMVLfzfPFLqMQ8Xxx9CZZCd7nv,0,1,1218790223558785,1218790223574439,1218790223611394,0,15654,36955,52609,0,0,0,send_fail,0,0,0,0
143,warm,58GFakhwknpNwHXDzwm1Fh9udY649y8aEMqA9Y7PimfBi5efJtUbQK5EHAKiHDyekeiMugqUezZFVnkY1NvoFE8m,0,1,1218790624982611,1218790625000318,1218790625043673,0,17707,43355,61062,0,0,0,send_fail,0,0,0,0
144,warm,4SbKHjvNR7gLmHRrA2fsccoR4rg3mFr2jSPeEiRRkdiXHnVS6xqUEj9ckHz2JZmNMRSAMs2SuuYFaCQw9hTv1oJn,0,1,1218791035099133,1218791035122268,1218791035160565,0,23135,38297,61432,0,0,0,send_fail,0,0,0,0
145,warm,3vKchEoE8fxAqPAPzWKpvhPAug1mfVEPxRBTrvt1uZZctxYaMEpETw72QfjehQKH5MFpfzu5kjpespXAewWnT71t,0,1,1218791444149024,1218791444164477,1218791444204146,0,15453,39669,55122,0,0,0,send_fail,0,0,0,0
146,warm,52EwuPJLaBQByAdMW1wyWHxxCvb9ycCUtR4i5aVcCr3bRjFGHrZBQJyE4HaVuK86MuN7VrniC9uDjMZit2Eg4jUv,0,1,1218791861034573,1218791861051970,1218791861092210,0,17397,40240,57637,0,0,0,send_fail,0,0,0,0
147,warm,4SBMpBoznRVu3rovP9yULZ4jUxAuL4NT8dBnu5ip67Kn58joi5zucR7px1Gi6QXixrX2XNwrD3RQCzjmZE1DiBUZ,0,1,1218792255327438,1218792255344644,1218792255393888,0,17206,49244,66450,0,0,0,send_fail,0,0,0,0
148,warm,F9zmE4uQggjCWb456x9qqgySnm1rbAKpAc2Shkr7Z1zR6f3UNkd2qzgf1coYEhYGD3VM44cJ4E1jKFaXj3nC3ih,0,1,1218792666115237,1218792666131621,1218792666165863,0,16384,34242,50626,0,0,0,send_fail,0,0,0,0
149,warm,3aAhZiS6K6MdeU4qaiwAePQxeuu19jHqGpyiPWA4SngcJDdvYtWaMvYatFrwgcXQtmgNYrohWcrFjq5MxuXSTXNm,0,1,1218793069385884,1218793069408819,1218793069443781,0,22935,34962,57897,0,0,0,send_fail,0,0,0,0
150,warm,bkGRCegJCa22X3q9DemqdAN6ESLoi8k1daRAxSPQykCGqkFc2mKEjm1XRnNNfZMwzn2bthMNFWZGat2YZ7RJzjX,0,1,1218793470012083,1218793470029590,1218793470138012,0,17507,108422,125929,0,0,0,send_fail,0,0,0,0
151,warm,4CaGBbHQF9jZTXaDvApZvjRvb2mAnCLi1R1d3PbWd2seEhPtaaFvhiqvk2nTcZg34Qv8XSeLuR6e8Y5h7ZYrqwLo,0,1,1218793882430049,1218793882450710,1218793882497460,0,20661,46750,67411,0,0,0,send_fail,0,0,0,0
152,warm,3SaJPqjQrnLkSVuUdw5AXEEdbxjMmTFuoxYJywMrWpPVvJ8NEPpZ7u9xMWA6oGHhYns9FtvjxCHZ536fW1wpeFr2,0,1,1218794313753636,1218794313770561,1218794313810682,0,16925,40121,57046,0,0,0,send_fail,0,0,0,0
153,warm,44JTNRibjeFsn7UtUusz89eZxxDg28S1Z9mvZgLAWG4ytWc6b4T9W4N9RXjTBDy3LHmVGVxQUs7uJaFoWwQtUwMV,0,1,1218794723470357,1218794723484068,1218794723531629,0,13711,47561,61272,0,0,0,send_fail,0,0,0,0
154,warm,3tcZ7F5LaGYPo3a7wCVJ7LwFzncqRXaeAU9UdAn5dcHTMCR8eHi5XWexuwcBnfDRLNVJfZKZRspQbXyRM5wRzeWR,0,1,1218795126619132,1218795126636859,1218795126680464,0,17727,43605,61332,0,0,0,send_fail,0,0,0,0
155,warm,4Dr19EUzTKPSvnWQHLRRjLXZLJywKSu1QJfta4PqP6Krw7CGnTA4FQP6QvFNBdVfwuEGs3cQRU3tPjiDfNPpiquc,0,1,1218795529317761,1218795529340646,1218795529386284,0,22885,45638,68523,0,0,0,send_fail,0,0,0,0
156,warm,53dkYSeLa3h1xPHVeLLPCKABNYe3XXtw44M5C2QE3yv7CthSf2EnHc8eQXktSM1hvxtDstqmYSe6oA8jUhu42jDF,0,1,1218795920157984,1218795920175671,1218795920208310,0,17687,32639,50326,0,0,0,send_fail,0,0,0,0
157,warm,22SiobCGavjvF3KA8DmGJ6UQk3k9iq4RxpHci3hzDhkkhAcTaeykMx8RZbj2TybsBk9Aj2R5y59mUASs6F4JcuFa,0,1,1218796315866523,1218796315884280,1218796315919803,0,17757,35523,53280,0,0,0,send_fail,0,0,0,0
158,warm,Fyx6wmTskGZJCcn1YpHmzFtYAdrfBn2eCzFG7xT4jcj8zBPo6GeVXjBH8AMJbxZJ2QQe1X6b6VgxFU72eAdbZW5,0,1,1218796715615416,1218796715633082,1218796715670799,0,17666,37717,55383,0,0,0,send_fail,0,0,0,0
159,warm,3Qw9o9mwpyQu57ZbEjnCgcHydMujfZkSR9DKhChnXQk6Fx3HFnA7DvAmUxPKU6Vqg5Yb9Hv3hhqwbPkm9PzPQo7Y,0,1,1218797116296727,1218797116313372,1218797116343167,0,16645,29795,46440,0,0,0,send_fail,0,0,0,0
160,warm,34vrvJ6ezb2oy1m2uyd8xaCULLex7pMixaQAPU72ofgVTQBeAvzCD8XR9jxhQcJfZtHnAr6Jq5rkGRqvX4aMG34X,0,1,1218797516324899,1218797516338980,1218797516371579,0,14081,32599,46680,0,0,0,send_fail,0,0,0,0
161,warm,3VbWSsgV1ExDR2uMaUMaWqazQNTM7qJac7QHf9HPXCudcVu34ppQQZ46pAvUXTqceT6KFEvpt3UHSSsMtHB2EbG3,0,1,1218797907288577,1218797907306204,1218797907349869,0,17627,43665,61292,0,0,0,send_fail,0,0,0,0
162,warm,fqh2ggS7j81Dn7hmKx9qxLV2Xr8Uqt3tTXLYTqVf6TQJm2p3SMDXzUWhUXpZ84nDpNVcrETA7NPecBuVyqamyrQ,0,1,1218798332802316,1218798332818260,1218798332856437,0,15944,38177,54121,0,0,0,send_fail,0,0,0,0
163,warm,65XzK1654vrNMjGgbzrWs8hr5H73vnv1bmeQiEmuBDJfgmjQTwX1WbBYfD81ARf7PBQr9iQ8CnhW1PtX9TmduTgg,0,1,1218798734254334,1218798734272261,1218798734312551,0,17927,40290,58217,0,0,0,send_fail,0,0,0,0
164,warm,4gQg3CQ6sE7nvXQydKg5NeCkTMgqhyADnKApyWqywPFhuKiVmLokvvALMiCxrsqY5dCJpuaJot7ix4RUADscn5x3,0,1,1218799130860410,1218799130877776,1218799130905227,0,17366,27451,44817,0,0,0,send_fail,0,0,0,0
165,warm,5Y2rGbi7RDEv47LTnkmJYcWajFBnnAUdxTX9HEKEL2ChTFTghgQ4Yw6U7nRbfQSwx7jYvpJmz6Ek2HHneFxwY6yF,0,1,1218799532296364,1218799532313650,1218799532355413,0,17286,41763,59049,0,0,0,send_fail,0,0,0,0
166,warm,3PTLowTB6QSZcKMSqaWFU5w6JwfZ5Afs6LEkBCMpovtJvihfZogMVUKNNM9XJ3oh3UxcMZcEBGLgWGYVrjaCbCkc,0,1,1218799933510025,1218799933527812,1218799933562354,0,17787,34542,52329,0,0,0,send_fail,0,0,0,0
167,warm,5QfGcqiMWEBWUfBc71DRDKKi4h2NJj7Cks9Tsra2jB6YNgRqg4ahpjBZdL5DFPVKbCKMsKJQFgmGKVFF9RVXyCBW,0,1,1218800360296644,1218800360310655,1218800360353669,0,14011,43014,57025,0,0,0,send_fail,0,0,0,0
168,warm,2MuvP89BK7NgWU8cuCziQHLrjupSxMQhGegtEWBCXkM44CSTgs6JQmpWHhW8Zc9Z5K22mQ4FPdxx4yqzphknwb8J,0,1,1218800770823601,1218800770843761,1218800770879885,0,20160,36124,56284,0,0,0,send_fail,0,0,0,0
169,warm,4dWjKbFawZWhVco5MZ2UKAvDmpTgL1yJaBZ51CUBwPySXB2wk2D2hFEDjVB6UJHfVfGgpy69FFVBeSjLWWLsEjwT,0,1,1218801183380194,1218801183398772,1218801183443139,0,18578,44367,62945,0,0,0,send_fail,0,0,0,0
170,warm,3UoRHpYoUHYS5xEzbZyd5J9aZ8qk9evEozcqUwUSpwRS2KyxJ8ssL4P3pHtrif5sWJqAJEUUpTVL3e2jcuNe7HDr,0,1,1218801575077533,1218801575097944,1218801575146898,0,20411,48954,69365,0,0,0,send_fail,0,0,0,0
171,warm,5H7cQqMU5pBj7Rrh3wFjJuatVcvpAeaRT7iUBRvXUfgo2jbRjdMtg8nunWWHxF2Q9uSP2ziwWameCET5v9saecx7,0,1,1218801975396702,1218801975413347,1218801975457423,0,16645,44076,60721,0,0,0,send_fail,0,0,0,0
172,warm,n4wVJPPFnJiTbgjD1KtjFCDkXxuVE7Jz3sQWgu2thBevti9sgWTwXFMkNRMskFgT2cEMQ45gkdLScAwUrYNk4sa,0,1,1218802376399566,1218802376418835,1218802376459025,0,19269,40190,59459,0,0,0,send_fail,0,0,0,0
173,warm,n4E9fJeD6SXyDqQnvsxmqmpspBnTaEYx9UZnhTZon6VYY9LgRJb5rdn3jvE64UKaUZT3PtNUx4YA3tJ2EdsugmT,0,1,1218802796287732,1218802796308333,1218802796341733,0,20601,33400,54001,0,0,0,send_fail,0,0,0,0
174,warm,5c8yBH7adVTvoixxaQJXB8SeVPDwjcKMPL9kgzGDHE7AmtChdq4pKn8RvDLC5aypFNC9v7Dxhvy32zD4STuLyeQo,0,1,1218803218926566,1218803218941288,1218803218966896,0,14722,25608,40330,0,0,0,send_fail,0,0,0,0
175,warm,3qQ7S8t8Lefnq4dRYNL7R4SBRqL48pjZuVZbTpLN51XbqyQXzLmJX4hXUHwt4WhY6TJxMbPdern9Awp5wRVnAFdq,0,1,1218803620453116,1218803620473367,1218803620517082,0,20251,43715,63966,0,0,0,send_fail,0,0,0,0
176,warm,4h6RvkKWE64feo8rrpYn2mA7oG4eFPLcN8edNw4t1RdutzR5799AmWPPL8rYMxSTVgnaTCrKATCBrEe3ZGRmTSkt,0,1,1218804032901297,1218804032918983,1218804032960956,0,17686,41973,59659,0,0,0,send_fail,0,0,0,0
177,warm,3GgFk9KbDZ9NXSqWiEJwLS6YmknwQCUuEPybJrdKM3ZhkEUfmRpCcUjNisfJKmA2ECEFdUEmpKwqg82vcVvbpepH,0,1,1218804729969543,1218804729987060,1218804730037445,0,17517,50385,67902,0,0,0,send_fail,0,0,0,0
178,warm,3pmrxDYq52ZvRKG2PA5ffBwmhNjomZTbhxzhqdAHjT835pvMQKYXgKnMYHfXP2D99MD2nUmwaMTDQrmyDkq5P8jW,0,1,1218805123764491,1218805123782207,1218805123818782,0,17716,36575,54291,0,0,0,send_fail,0,0,0,0
179,warm,3ifG8JzxE6fbmGoesx5Lyw4R8kF6AhaEkDiTgWgEogtEASfeuJ2Tr8eQNiaBkYA3QGEJKztULwCZhzBMeeUyLDKj,0,1,1218805524340785,1218805524356098,1218805524420985,0,15313,64887,80200,0,0,0,send_fail,0,0,0,0
180,warm,2mEYWTFrVfXjc8Ar6UfgaCDgKZzKVR7b3BGQFaAG8Jm8MW1RuFJyvREEgGo4gNLWrFuhXRvHBqzwPJFjnX83BHtc,0,1,1218805925575898,1218805925596679,1218805925643289,0,20781,46610,67391,0,0,0,send_fail,0,0,0,0
181,warm,37iFXhmJ31FUguSvMhEJj7mUeeKiwG3ThqG1uBCrKCskqZsMyUVXeUuUy1uPLzJBNN61g9VRzhHeTdVc5qQ5D7HA,0,1,1218806325930199,1218806325946183,1218806325991651,0,15984,45468,61452,0,0,0,send_fail,0,0,0,0
182,warm,2FcfgE73ZjvvErLMVoX2eQCy8eX99Q6bgExrcMTyDH1L8hqxqXvamsYsEe6q3EafURjwgPKHE2XzHrHgAJHgq8LJ,0,1,1218806749487891,1218806749502083,1218806749546610,0,14192,44527,58719,0,0,0,send_fail,0,0,0,0
183,warm,4pohkLf4dgMij5VeohYZwpdgEHyEZMGV4ST1KY3tVBJ161RDZPzGb6ZJzJCWsAvoCVgspWMZX2EUmFKcWgGk3wNH,0,1,1218807149737445,1218807149755272,1218807149812087,0,17827,56815,74642,0,0,0,send_fail,0,0,0,0
184,warm,4GixLdtzTBo9j1tepbfjqMKo45nWEkANarLZSgDt1jve4hofJEPTWmmzwtWE4GKz9RRLVeH5tApTiNMsYJmVV88U,0,1,1218807562781069,1218807562805696,1218807562834449,0,24627,28753,53380,0,0,0,send_fail,0,0,0,0
185,warm,2EJPNHPWPLrpn5sk7MDAPn68BfLES8YAsuUKDnUREFYqze7m7w43sgVaNASsuYCPKcGKXzmzWrqtFhRVCchcyAt4,0,1,1218807984186122,1218807984206242,1218807984256047,0,20120,49805,69925,0,0,0,send_fail,0,0,0,0
186,warm,2fvVZgrTh6MksxnjdTuyQ2K8sFPMEtd4brwhptURSM5T1FaTPBXj6jSp4CLrPR8fj5cw8iVPCdcp1EpfSo4Y13JN,0,1,1218808400308346,1218808400328767,1218808400372072,0,20421,43305,63726,0,0,0,send_fail,0,0,0,0
187,warm,3zAKfJEbiEsJVMWBfaewWBKde9FnQAZ3xF6EthK5M9QpuyNJjVTLHCr1h3MWD3UtYiuEC8bfPZXT6HS4UMwXqxy4,0,1,1218808812658610,1218808812674984,1218808812719171,0,16374,44187,60561,0,0,0,send_fail,0,0,0,0
